iter	Passed	Remaining
901	15486	1682
902	15499	1664
903	15514	1647
904	15530	1630
905	15546	1612
906	15559	1595
907	15573	1577
908	15589	1560
909	15605	1543
910	15627	1526
911	15649	1510
912	15670	1493
913	15688	1476
914	15709	1459
915	15729	1442
916	15760	1426
917	15775	1409
918	15793	1391
919	15807	1374
920	15820	1357
921	15834	1339
922	15846	1321
923	15861	1304
924	15875	1287
925	15888	1269
926	15903	1252
927	15914	1234
928	15926	1217
929	15940	1199
930	15959	1182
931	15977	1165
932	15994	1148
933	16014	1131
934	16032	1114
935	16050	1097
936	16067	1080
937	16081	1062
938	16100	1045
939	16119	1028
940	16135	1011
941	16151	994
942	16175	977
943	16199	960
944	16214	943
945	16230	926
946	16245	909
947	16259	891
948	16276	874
949	16296	857
950	16313	840
951	16324	823
952	16337	805
953	16349	788
954	16363	771
955	16375	753
956	16390	736
957	16407	719
958	16421	702
959	16434	684
960	16448	667
961	16462	650
962	16474	632
963	16488	615
964	16506	598
965	16527	581
966	16548	564
967	16568	547
968	16587	530
969	16613	513
970	16640	496
971	16655	479
972	16672	462
973	16686	445
974	16701	428
975	16714	411
976	16726	393
977	16740	376
978	16754	359
979	16767	342
980	16781	325
981	16793	307
982	16805	290
983	16816	273
984	16832	256
985	16850	239
986	16864	222
987	16876	204
988	16890	187
989	16902	170
990	16914	153
991	16927	136
992	16940	119
993	16951	102
994	16966	85
995	16981	68
996	16997	51
997	17013	34
998	17027	17
999	17044	0
